key,label,frequency
sd,0,1
ahokharusdipenjara,0,1
tvonenews,0,2
matanajwa,0,8
provokatif,0,1
najwa,0,31
selesai,0,4
ulang,0,2
racun,0,1
puji,0,1
topik,0,1
lari,0,1
kilat,0,1
tampang,0,2
iblis,0,1
nazarudin,0,1
angket,0,2
tvne,0,1
rgmoqcl,0,1
segitu,0,1
fahrihamzah,0,1
lempar,0,1
sepatu,0,1
nyebelin,0,1
fahri,0,1
dower,0,1
kpk,0,2
dpr,0,2
usik,0,1
reflyhz,0,1
ajarin,0,1
dewan,0,1
ttg,0,3
kadang,0,2
neng,0,1
superbodi,0,1
tebang,0,1
rajut,0,2
jakarta,0,3
cabik,0,2
karniilyas,0,1
akar,0,1
ilctvone,0,22
geram,0,1
akhlaq,0,1
oknum,0,1
mengatasnama,0,1
rambut,0,1
uban,0,1
cat,0,1
tokoh,0,3
betawi,0,2
gampang,0,3
buya,0,1
safi,0,1
maarif,0,1
nasihat,0,1
eep,0,1
polisi,0,1
argumentasi,0,1
pakar,0,1
abi,0,1
manyu,0,1
beliau,0,1
bintang,0,1
aagym,0,1
partai,0,1
wdyokqzu,0,1
menghimbau,0,1
provokasi,0,2
mantik,0,1
teduh,0,1
mendung,0,1
anarkis,0,1
aksi,0,1
savehmi,0,1
seram,0,2
ketua,0,1
preman,0,2
pasar,0,1
konten,0,1
porno,0,1
radikalisme,0,2
perang,0,5
suriah,0,1
kpi,0,2
fakta,0,2
peci,0,1
batik,0,1
merah,0,1
air,0,1
dikeluarin,0,1
ahoax,0,1
syaiton,0,1
insyaflahwahaimanusia,0,1
marwah,0,1
bang,0,2
liberal,0,1
sesat,0,1
taxamnesti,0,1
ribet,0,2
puncak,0,1
stop,0,1
gunung,0,1
kickandy,0,28
kickandyshow,0,2
wna,0,1
ancam,0,2
deportasi,0,1
lia,0,1
gracialia,0,1
pidana,0,1
nyala,0,1
lilin,0,1
umpat,0,1
gelap,0,1
pejuangtangguh,0,1
gimbal,0,1
malang,0,2
sampan,0,1
padang,0,1
pasir,0,1
betapa,0,1
jua,0,1
emp,0,1
ilha,0,2
nomor,0,7
burungkertas,0,1
htm,0,1
upaya,0,1
malas,0,4
ln,0,1
com,0,3
kfmap,0,1
terkadang,0,1
puisi,0,1
henti,0,3
shinta,0,1
nuriyah,0,1
milik,0,2
bantu,0,2
asuh,0,1
gusdur,0,1
andy,0,4
mampir,0,1
remaja,0,2
beli,0,4
tekcmi,0,1
stress,0,3
hermafik,0,1
sodara,0,1
ngantri,0,1
kanker,0,1
rasain,0,1
suarahatiahok,0,3
taruh,0,2
apartemen,0,2
ketek,0,1
pilkadadki,0,1
basuki,0,3
btp,0,2
kakak,0,1
kaku,0,1
tamu,0,1
formal,0,1
ngantuk,0,2
cover,0,1
sisi,0,1
fisik,0,1
gajah,0,1
psikolog,0,1
metro,0,22
tv,0,23
kickandymetrotv,0,19
bakarin,0,1
kickandymetrot,0,1
kisah,0,2
sarjana,0,1
kualifikasi,0,1
msk,0,1
sia,0,1
hahaah,0,1
melanjhe,0,1
sp,0,1
tato,0,2
sistem,0,4
mikemarjinal,0,2
un,0,1
bocor,0,2
malaikat,0,1
kubur,0,1
lulus,0,2
palingg,0,1
snmptn,0,1
misi,0,1
sbyudhoyono,0,1
belanda,0,1
peduli,0,1
daerah,0,6
isolir,0,1
zhonk,0,1
merinding,0,1
kick,0,1
adil,0,1
keladi,0,1
macan,0,1
ompong,0,1
melempem,0,1
kecewa,0,27
amin,0,1
rais,0,1
gosip,0,1
gg,0,1
catet,0,1
keluh,0,3
juang,0,1
lelah,0,2
capek,0,1
untub,0,2
humandesignindonesia,0,1
rahasiadalammemikat,0,1
koepb,0,2
networknumberone,0,1
takadayangberubahmeskisa,0,1
kacau,0,3
posisi,0,1
keruh,0,1
suasana,0,1
najwashihab,0,2
metrotv,0,4
manggut,0,1
dingin,0,1
bosan,0,2
pojok,0,1
pancasila,0,1
lapor,0,2
narasi,0,2
chanel,0,1
masakan,0,1
isis,0,2
mimin,0,2
bom,0,1
kp,0,1
melayu,0,1
organisasi,0,2
jk,0,1
integritas,0,1
reputasi,0,1
bantai,0,1
anggota,0,1
fz,0,1
dicontreng,0,1
gaul,0,1
engga,0,1
diapaapain,0,1
ngadu,0,1
mui,0,2
fatwa,0,1
haram,0,1
petinggi,0,1
bravo,0,1
debat,0,5
pilgub,0,1
dki,0,2
gali,0,1
bataldebatkarena,0,1
kemarin,0,1
anies,0,5
ahokdjarotdirosi,0,1
nyetel,0,1
webnya,0,2
sandi,0,2
cawagub,0,1
kejut,0,1
dukung,0,4
tipu,0,3
matanajwadebatjakarta,0,1
kandang,0,1
sera,0,1
boikot,0,27
ngintip,0,1
anaktangsel,0,1
tuduh,0,1
fon,0,1
diskusi,0,1
imbang,0,1
adu,0,1
domba,0,1
cagub,0,1
putar,0,1
pilkada,0,1
palsu,0,2
terbuktiteruji,0,1
matanajwametrotv,0,20
rekam,0,1
thn,0,1
ludah,0,1
sendri,0,1
ridwan,0,1
bae,0,2
ngeselin,0,1
ayo,0,6
mbk,0,1
nana,0,1
atur,0,1
skor,0,1
sepakbola,0,1
pemuda,0,2
jajah,0,1
kunjung,0,1
ubah,0,2
sepakbolamiliksiapa,0,1
kerjan,0,1
radityadika,0,2
pssi,0,1
jembatan,0,1
comal,0,1
akibatya,0,1
rayap,0,1
tegak,0,2
langgar,0,1
seragam,0,1
rimba,0,1
wapresnya,0,1
diketawain,0,1
bajusama,0,1
staff,0,1
hotel,0,1
celana,0,1
robek,0,1
boediono,0,1
putryvanvan,0,1
mendongrak,0,1
kokoh,0,1
materi,0,1
lembaga,0,1
bobrok,0,1
duga,0,1
mencak,0,1
sangka,0,1
pungut,0,1
liar,0,1
hotmansutapea,0,1
tampil,0,3
bkin,0,3
kisruh,0,1
belit,0,1
muter,0,1
pagi,0,2
kamar,0,2
sinyal,0,24
hilang,0,5
url,0,24
dear,0,2
jaring,0,31
data,0,12
lot,0,11
h,0,4
dusta,0,1
paket,0,9
product,0,7
user,0,14
mention,0,14
kamus,0,1
perhapean,0,1
tanggap,0,2
pulsa,0,13
curi,0,1
soak,0,1
bilboard,0,1
